age,education,eddummy1,eddummy2,eddummy3,eddummy4,earnings,d1,hours
45,,,,,,,,
30,12,0,1,0,0,23000,1,2067
35,12,0,1,0,0,22000,1,1508
35,12,0,1,0,0,5000,1,1536
49,17,0,0,0,1,94500,1,2450
36,15,0,0,1,0,24000,1,2330
41,12,0,1,0,0,0,0,0
42,14,0,0,1,0,12000,1,2080
43,14,0,0,1,0,28000,1,1970
48,12,0,1,0,0,33000,1,2040
32,,,,,,,,
39,14,0,0,1,0,8000,1,884
36,12,0,1,0,0,7208,1,1992
37,11,1,0,0,0,1560,1,408
30,12,0,1,0,0,270,1,2080
39,12,0,1,0,0,8000,1,3175
43,12,0,1,0,0,35000,1,2384
39,12,0,1,0,0,15000,1,2346
47,9,1,0,0,0,4631,1,2600
37,12,0,1,0,0,12000,1,2250
45,8,1,0,0,0,15100,1,1925
39,12,0,1,0,0,0,0,0
37,12,0,1,0,0,28625,1,2250
35,12,0,1,0,0,26104,1,2738
42,17,0,0,0,1,169000,1,2805
44,12,0,1,0,0,28000,1,1248
31,16,0,0,0,1,50000,1,2400
36,13,0,0,1,0,11500,1,2790
30,14,0,0,1,0,12000,1,1840
36,,,,,,,,
41,,,,,,,,
40,,,,,,,,
34,16,0,0,0,1,27000,1,2000
37,14,0,0,1,0,47000,1,2350
30,16,0,0,0,1,15735,1,1470
46,8,1,0,0,0,17000,1,1900
31,10,1,0,0,0,0,0,0
34,12,0,1,0,0,9555,1,1820
34,12,0,1,0,0,21528,1,2080
32,12,0,1,0,0,17000,1,2080
43,17,0,0,0,1,38210,1,1974
36,10,1,0,0,0,17300,1,2112
40,10,1,0,0,0,14000,1,2075
36,12,0,1,0,0,22000,1,2697
43,12,0,1,0,0,31000,1,2650
37,12,0,1,0,0,32000,1,1920
38,11,1,0,0,0,34000,1,2600
48,10,1,0,0,0,25116,1,2600
44,14,0,0,1,0,5071,1,354
33,12,0,1,0,0,7578,1,1656
30,12,0,1,0,0,27600,1,2080
38,12,0,1,0,0,0,0,0
43,11,1,0,0,0,12000,1,1936
35,12,0,1,0,0,27000,1,2030
36,12,0,1,0,0,1500,1,325
37,16,0,0,0,1,24907,1,3581
38,9,1,0,0,0,20428,1,2856
40,10,1,0,0,0,6400,1,540
38,10,1,0,0,0,30000,1,2080
41,14,0,0,1,0,29700,1,2295
34,15,0,0,1,0,31000,1,2232
36,,,,,,,,
34,10,1,0,0,0,0,0,0
32,12,0,1,0,0,0,0,0
48,13,0,0,1,0,30000,1,1944
37,12,0,1,0,0,16000,1,1990
33,17,0,0,0,1,24000,1,2660
50,10,1,0,0,0,25000,1,2150
38,10,1,0,0,0,20500,1,1952
33,14,0,0,1,0,32000,1,1976
31,14,0,0,1,0,28600,1,2195
44,17,0,0,0,1,53500,1,2117
40,17,0,0,0,1,53000,1,2288
45,16,0,0,0,1,33259,1,2080
35,12,0,1,0,0,19172,1,2344
31,9,1,0,0,0,8552,1,907
45,9,1,0,0,0,500,1,312
45,13,0,0,1,0,15000,1,756
43,16,0,0,0,1,28000,1,2187
39,12,0,1,0,0,20000,1,1736
36,16,0,0,0,1,17000,1,2180
31,12,0,1,0,0,12000,1,2080
37,11,1,0,0,0,12000,1,2176
34,11,1,0,0,0,32000,1,1992
37,16,0,0,0,1,50000,1,2178
42,13,0,0,1,0,0,0,0
43,13,0,0,1,0,22357,1,1715
47,16,0,0,0,1,54400,1,2522
34,16,0,0,0,1,13740,1,1760
44,12,0,1,0,0,8710,1,1394
40,,,,,,,,
36,12,0,1,0,0,0,0,0
38,12,0,1,0,0,0,0,0
44,17,0,0,0,1,52000,1,2324
38,15,0,0,1,0,47900,1,2328
32,14,0,0,1,0,54000,1,1928
32,12,0,1,0,0,55000,1,2178
40,12,0,1,0,0,39000,1,2100
33,14,0,0,1,0,26000,1,2250
40,16,0,0,0,1,0,0,0
40,16,0,0,0,1,36000,1,2474
37,11,1,0,0,0,28000,1,1048
45,12,0,1,0,0,0,0,0
30,12,0,1,0,0,18782,1,2080
42,14,0,0,1,0,48200,1,2988
46,15,0,0,1,0,30000,1,3921
47,8,1,0,0,0,28631,1,1976
39,12,0,1,0,0,34000,1,2944
37,11,1,0,0,0,15000,1,1990
37,10,1,0,0,0,22604,1,2340
37,12,0,1,0,0,26000,1,2024
41,12,0,1,0,0,32000,1,3120
38,12,0,1,0,0,73000,1,2200
30,12,0,1,0,0,0,0,0
35,12,0,1,0,0,43000,1,2854
33,16,0,0,0,1,30000,1,2805
31,,,,,,,,
36,14,0,0,1,0,42000,1,2353
33,9,1,0,0,0,33500,1,2352
35,14,0,0,1,0,20000,1,1680
30,12,0,1,0,0,9960,1,1726
44,13,0,0,1,0,56000,1,1878
33,12,0,1,0,0,6000,1,1056
32,12,0,1,0,0,0,0,0
43,12,0,1,0,0,0,0,0
37,10,1,0,0,0,0,0,0
32,12,0,1,0,0,9391,1,1040
41,14,0,0,1,0,4760,1,1309
36,12,0,1,0,0,1300,1,1820
35,12,0,1,0,0,21000,1,1576
31,12,0,1,0,0,13000,1,2080
30,11,1,0,0,0,15782,1,2434
34,15,0,0,1,0,30000,1,2500
33,12,0,1,0,0,36000,1,1920
32,14,0,0,1,0,24460,1,2000
32,11,1,0,0,0,19000,1,1379
31,12,0,1,0,0,660,1,120
40,12,0,1,0,0,3300,1,1235
48,7,1,0,0,0,0,0,0
30,16,0,0,0,1,39600,1,3024
42,12,0,1,0,0,45455,1,2330
39,12,0,1,0,0,2910,1,796
45,12,0,1,0,0,3500,1,700
44,9,1,0,0,0,38000,1,2940
44,12,0,1,0,0,42521,1,2050
37,12,0,1,0,0,19126,1,3728
41,13,0,0,1,0,32000,1,1863
33,12,0,1,0,0,30000,1,2540
32,14,0,0,1,0,21000,1,2016
36,11,1,0,0,0,6000,1,1850
30,11,1,0,0,0,8000,1,1085
41,12,0,1,0,0,32600,1,2064
35,10,1,0,0,0,26000,1,2223
40,16,0,0,0,1,0,0,0
35,14,0,0,1,0,29000,1,2260
33,12,0,1,0,0,29200,1,3522
32,12,0,1,0,0,11190,1,3071
31,12,0,1,0,0,18350,1,2059
40,13,0,0,1,0,19000,1,1985
44,12,0,1,0,0,13605,1,1872
42,12,0,1,0,0,22322,1,3024
39,16,0,0,0,1,44000,1,2088
43,7,1,0,0,0,19000,1,2040
37,12,0,1,0,0,32800,1,2400
36,10,1,0,0,0,35000,1,3858
33,9,1,0,0,0,22000,1,2138
39,12,0,1,0,0,36000,1,1678
39,12,0,1,0,0,0,0,0
38,,,,,,,,
33,16,0,0,0,1,33000,1,2178
41,12,0,1,0,0,2400,1,156
30,12,0,1,0,0,9982,1,1736
36,12,0,1,0,0,15755,1,510
40,12,0,1,0,0,20000,1,1609
47,10,1,0,0,0,10000,1,2432
38,14,0,0,1,0,30000,1,2654
40,12,0,1,0,0,23064,1,2000
40,17,0,0,0,1,54000,1,3048
32,12,0,1,0,0,0,0,0
44,14,0,0,1,0,41812,1,2197
44,12,0,1,0,0,26000,1,2444
43,12,0,1,0,0,19000,1,1740
40,12,0,1,0,0,18000,1,1990
37,12,0,1,0,0,17000,1,1864
32,12,0,1,0,0,15600,1,1920
36,10,1,0,0,0,18000,1,1854
30,12,0,1,0,0,10500,1,940
30,13,0,0,1,0,27500,1,1500
32,12,0,1,0,0,23570,1,1968
48,12,0,1,0,0,14000,1,1960
39,16,0,0,0,1,17000,1,1050
48,10,1,0,0,0,19070,1,2330
37,17,0,0,0,1,12000,1,1020
33,12,0,1,0,0,16000,1,2350
34,12,0,1,0,0,5760,1,1989
34,13,0,0,1,0,0,0,0
32,12,0,1,0,0,21000,1,3036
30,12,0,1,0,0,10310,1,1920
34,14,0,0,1,0,11876,1,1880
36,15,0,0,1,0,15000,1,252
44,13,0,0,1,0,13000,1,1744
34,14,0,0,1,0,9000,1,924
31,12,0,1,0,0,25000,1,1304
40,9,1,0,0,0,18000,1,1896
39,11,1,0,0,0,18000,1,1973
35,12,0,1,0,0,13000,1,2744
37,12,0,1,0,0,18000,1,1976
34,12,0,1,0,0,0,0,0
32,16,0,0,0,1,25800,1,2099
31,12,0,1,0,0,22100,1,1960
32,12,0,1,0,0,30000,1,1976
36,12,0,1,0,0,17891,1,1742
36,17,0,0,0,1,27000,1,2196
30,12,0,1,0,0,10000,1,2193
30,12,0,1,0,0,19450,1,2239
42,12,0,1,0,0,16000,1,2080
40,13,0,0,1,0,53000,1,4120
34,12,0,1,0,0,23000,1,1936
35,12,0,1,0,0,18600,1,2400
34,15,0,0,1,0,32000,1,2060
42,16,0,0,0,1,42000,1,1896
34,11,1,0,0,0,15000,1,2160
30,16,0,0,0,1,61500,1,2250
41,12,0,1,0,0,35000,1,1920
33,12,0,1,0,0,17000,1,2450
48,12,0,1,0,0,0,0,0
42,11,1,0,0,0,25000,1,2260
39,12,0,1,0,0,0,0,0
36,9,1,0,0,0,200,1,49
32,15,0,0,1,0,24800,1,1986
40,14,0,0,1,0,19000,1,2000
36,13,0,0,1,0,2000,1,64
33,9,1,0,0,0,7020,1,1100
32,11,1,0,0,0,26000,1,2340
36,12,0,1,0,0,25000,1,2053
34,12,0,1,0,0,84,1,17
49,10,1,0,0,0,45000,1,2000
43,,,,,,,,
30,12,0,1,0,0,6000,1,2212
41,12,0,1,0,0,0,0,0
30,12,0,1,0,0,18000,1,2340
50,10,1,0,0,0,38000,1,1920
32,15,0,0,1,0,45000,1,2390
42,10,1,0,0,0,18782,1,2080
42,5,1,0,0,0,14000,1,1992
37,,,,,,,,
39,12,0,1,0,0,0,0,0
39,16,0,0,0,1,17000,1,2000
36,14,0,0,1,0,7000,1,2000
33,13,0,0,1,0,31000,1,2750
42,,,,,,,,
41,14,0,0,1,0,18837,1,1950
36,12,0,1,0,0,6500,1,2000
31,12,0,1,0,0,26500,1,2100
30,12,0,1,0,0,12050,1,2146
33,,,,,,,,
31,10,1,0,0,0,17500,1,3640
31,12,0,1,0,0,30000,1,2377
43,14,0,0,1,0,40000,1,2040
38,12,0,1,0,0,14000,1,1575
43,14,0,0,1,0,44000,1,2300
36,12,0,1,0,0,15600,1,2600
37,14,0,0,1,0,28000,1,2223
50,16,0,0,0,1,42000,1,2250
32,,,,,,,,
35,12,0,1,0,0,0,0,0
39,15,0,0,1,0,19000,1,2088
48,12,0,1,0,0,12000,1,3120
34,8,1,0,0,0,16076,1,2000
33,,,,,,,,
37,12,0,1,0,0,30000,1,1422
44,14,0,0,1,0,32000,1,1984
30,11,1,0,0,0,0,0,0
46,12,0,1,0,0,9325,1,650
42,12,0,1,0,0,45000,1,2032
45,12,0,1,0,0,3400,1,448
35,12,0,1,0,0,43771,1,1372
34,12,0,1,0,0,36891,1,2083
32,12,0,1,0,0,14448,1,1600
40,8,1,0,0,0,9040,1,2080
44,14,0,0,1,0,35000,1,1992
39,12,0,1,0,0,30000,1,2164
41,11,1,0,0,0,14000,1,2060
38,12,0,1,0,0,11000,1,2768
41,12,0,1,0,0,52600,1,2060
31,12,0,1,0,0,9234,1,2920
48,9,1,0,0,0,4696,1,520
36,15,0,0,1,0,24000,1,2088
40,12,0,1,0,0,0,0,0
33,11,1,0,0,0,4500,1,552
38,12,0,1,0,0,33000,1,2050
42,12,0,1,0,0,38000,1,1250
31,12,0,1,0,0,25000,1,2160
41,16,0,0,0,1,68000,1,2111
35,12,0,1,0,0,28800,1,1794
32,13,0,0,1,0,28100,1,2040
45,16,0,0,0,1,41000,1,2500
37,12,0,1,0,0,17275,1,2550
36,12,0,1,0,0,3000,1,714
34,15,0,0,1,0,95000,1,2450
38,12,0,1,0,0,40958,1,2750
44,12,0,1,0,0,50000,1,2400
31,13,0,0,1,0,22000,1,2061
39,12,0,1,0,0,40000,1,1666
35,14,0,0,1,0,32000,1,1880
31,12,0,1,0,0,8200,1,1800
30,12,0,1,0,0,2348,1,260
35,12,0,1,0,0,33259,1,2080
33,12,0,1,0,0,23000,1,1926
49,12,0,1,0,0,8750,1,1392
44,16,0,0,0,1,40000,1,2550
35,16,0,0,0,1,46000,1,2184
33,14,0,0,1,0,3000,1,3640
31,14,0,0,1,0,10500,1,1909
48,12,0,1,0,0,0,0,0
37,14,0,0,1,0,25000,1,2600
33,10,1,0,0,0,0,0,0
30,,,,,,,,
41,8,1,0,0,0,0,0,0
41,8,1,0,0,0,12300,1,2080
30,13,0,0,1,0,30500,1,2002
36,6,1,0,0,0,15660,1,1932
42,14,0,0,1,0,33365,1,2288
38,11,1,0,0,0,38000,1,2292
35,12,0,1,0,0,8000,1,1551
39,15,0,0,1,0,52000,1,2677
33,12,0,1,0,0,32660,1,2720
39,,,,,,,,
45,14,0,0,1,0,0,0,0
40,14,0,0,1,0,97000,1,1672
31,14,0,0,1,0,4130,1,1260
39,11,1,0,0,0,35000,1,2100
35,12,0,1,0,0,24000,1,2817
49,12,0,1,0,0,0,0,0
34,11,1,0,0,0,4000,1,1216
42,12,0,1,0,0,35226,1,3396
37,12,0,1,0,0,23000,1,1890
38,17,0,0,0,1,31237,1,2475
44,13,0,0,1,0,20000,1,1764
47,16,0,0,0,1,96600,1,2043
45,12,0,1,0,0,0,0,0
47,12,0,1,0,0,0,0,0
34,10,1,0,0,0,0,0,0
37,11,1,0,0,0,23963,1,2784
39,15,0,0,1,0,20000,1,1800
38,11,1,0,0,0,4400,1,736
32,12,0,1,0,0,16100,1,2250
46,14,0,0,1,0,0,0,0
32,12,0,1,0,0,5000,1,810
46,12,0,1,0,0,2465,1,309
31,12,0,1,0,0,18060,1,2000
44,13,0,0,1,0,15765,1,1632
43,12,0,1,0,0,26000,1,2160
47,12,0,1,0,0,32500,1,2475
41,12,0,1,0,0,11000,1,2000
30,10,1,0,0,0,200,1,208
45,10,1,0,0,0,13000,1,1862
37,10,1,0,0,0,10250,1,2250
41,11,1,0,0,0,12000,1,783
33,,,,,,,,
42,12,0,1,0,0,33500,1,2300
42,,,,,,,,
39,12,0,1,0,0,30000,1,2020
31,12,0,1,0,0,24000,1,2050
46,,,,,,,,
46,17,0,0,0,1,35300,1,1825
34,14,0,0,1,0,23000,1,1388
49,10,1,0,0,0,900,1,275
41,12,0,1,0,0,18000,1,1920
35,13,0,0,1,0,15000,1,2142
42,10,1,0,0,0,14000,1,1997
50,12,0,1,0,0,29537,1,1900
48,12,0,1,0,0,61200,1,2400
45,17,0,0,0,1,30400,1,1842
42,,,,,,,,
40,12,0,1,0,0,30000,1,2560
36,11,1,0,0,0,5644,1,1268
40,13,0,0,1,0,10000,1,320
40,12,0,1,0,0,7521,1,1904
36,14,0,0,1,0,22150,1,3614
33,,,,,,,,
45,15,0,0,1,0,53333,1,1972
41,11,1,0,0,0,16989,1,1554
40,12,0,1,0,0,27000,1,1962
34,12,0,1,0,0,23560,1,1816
46,14,0,0,1,0,10900,1,2160
31,,,,,,,,
38,,,,,,,,
49,12,0,1,0,0,5074,1,1208
40,14,0,0,1,0,38377,1,2040
42,10,1,0,0,0,25826,1,2860
38,14,0,0,1,0,16575,1,2016
36,13,0,0,1,0,13050,1,1943
44,12,0,1,0,0,8000,1,1160
42,12,0,1,0,0,20300,1,2448
40,10,1,0,0,0,19000,1,1520
38,10,1,0,0,0,17000,1,696
38,12,0,1,0,0,32831,1,2376
48,12,0,1,0,0,26281,1,2563
46,13,0,0,1,0,0,0,0
35,11,1,0,0,0,0,0,0
30,12,0,1,0,0,12750,1,2295
44,17,0,0,0,1,6000,1,918
45,,,,,,,,
39,13,0,0,1,0,39000,1,1751
31,12,0,1,0,0,14000,1,2140
38,16,0,0,0,1,35000,1,2323
38,12,0,1,0,0,22000,1,1963
30,12,0,1,0,0,16000,1,2080
41,17,0,0,0,1,60071,1,2450
36,17,0,0,0,1,50000,1,2429
33,12,0,1,0,0,46000,1,2457
32,15,0,0,1,0,40000,1,1750
41,16,0,0,0,1,48900,1,2369
32,14,0,0,1,0,39997,1,2783
35,15,0,0,1,0,18900,1,2800
30,,,,,,,,
44,,,,,,,,
40,16,0,0,0,1,32000,1,1541
38,14,0,0,1,0,201000,1,2340
41,16,0,0,0,1,75000,1,1160
40,15,0,0,1,0,75000,1,2400
41,14,0,0,1,0,30000,1,2032
33,13,0,0,1,0,110000,1,1926
32,9,1,0,0,0,1500,1,1864
49,12,0,1,0,0,17680,1,1976
40,12,0,1,0,0,50000,1,1916
41,15,0,0,1,0,50000,1,2370
32,12,0,1,0,0,35000,1,1976
34,12,0,1,0,0,34000,1,2640
35,17,0,0,0,1,46000,1,2550
32,16,0,0,0,1,44000,1,2160
37,16,0,0,0,1,27000,1,1976
36,16,0,0,0,1,85000,1,2898
36,11,1,0,0,0,32000,1,1976
42,15,0,0,1,0,20000,1,2500
38,16,0,0,0,1,31000,1,2550
45,17,0,0,0,1,60000,1,2380
37,14,0,0,1,0,23750,1,1730
44,15,0,0,1,0,37000,1,2107
43,14,0,0,1,0,14289,1,1440
37,14,0,0,1,0,52000,1,3318
37,15,0,0,1,0,30000,1,3250
40,12,0,1,0,0,21130,1,2340
33,10,1,0,0,0,1020,1,163
36,16,0,0,0,1,26500,1,2708
36,13,0,0,1,0,8000,1,2703
35,15,0,0,1,0,29192,1,1912
36,14,0,0,1,0,15600,1,1920
37,15,0,0,1,0,25600,1,2050
31,12,0,1,0,0,15000,1,3113
33,14,0,0,1,0,39200,1,2505
50,10,1,0,0,0,39000,1,1660
38,12,0,1,0,0,250,1,218
30,12,0,1,0,0,20000,1,1892
39,11,1,0,0,0,38000,1,4500
43,12,0,1,0,0,17000,1,2100
43,16,0,0,0,1,1000,1,520
39,12,0,1,0,0,437,1,486
34,15,0,0,1,0,18000,1,1736
44,12,0,1,0,0,30000,1,2016
34,11,1,0,0,0,0,0,0
47,12,0,1,0,0,42754,1,2079
43,12,0,1,0,0,30000,1,2450
37,10,1,0,0,0,32000,1,2580
39,12,0,1,0,0,16000,1,1104
32,12,0,1,0,0,9266,1,2024
30,,,,,,,,
37,11,1,0,0,0,0,0,0
36,12,0,1,0,0,0,0,0
31,12,0,1,0,0,9203,1,753
40,12,0,1,0,0,18000,1,2352
32,16,0,0,0,1,23000,1,3302
47,8,1,0,0,0,41000,1,2058
38,12,0,1,0,0,35000,1,1910
34,13,0,0,1,0,197,1,16
33,12,0,1,0,0,8944,1,1406
31,12,0,1,0,0,21000,1,1920
48,9,1,0,0,0,22000,1,1984
47,14,0,0,1,0,25000,1,2241
34,9,1,0,0,0,29000,1,2600
32,6,1,0,0,0,30500,1,2249
34,13,0,0,1,0,28000,1,2622
31,12,0,1,0,0,22300,1,3010
34,11,1,0,0,0,40000,1,2550
34,10,1,0,0,0,0,0,0
33,10,1,0,0,0,23000,1,2100
31,12,0,1,0,0,2200,1,748
30,12,0,1,0,0,38000,1,2530
32,12,0,1,0,0,47500,1,2165
43,,,,,,,,
35,8,1,0,0,0,13500,1,1300
43,16,0,0,0,1,50000,1,2224
40,14,0,0,1,0,45000,1,2205
41,14,0,0,1,0,10500,1,1824
47,12,0,1,0,0,32000,1,2184
30,12,0,1,0,0,19050,1,1990
43,12,0,1,0,0,11000,1,1616
39,13,0,0,1,0,22000,1,1960
40,15,0,0,1,0,16000,1,2308
44,12,0,1,0,0,37000,1,2016
50,9,1,0,0,0,17000,1,2016
43,13,0,0,1,0,23000,1,1725
41,14,0,0,1,0,37000,1,1592
36,16,0,0,0,1,40000,1,2054
50,17,0,0,0,1,54350,1,1920
32,16,0,0,0,1,40000,1,2074
43,12,0,1,0,0,32000,1,2450
32,12,0,1,0,0,29000,1,2150
36,12,0,1,0,0,43000,1,1970
39,12,0,1,0,0,0,0,0
44,14,0,0,1,0,34000,1,1880
30,12,0,1,0,0,0,0,0
38,12,0,1,0,0,21500,1,1876
37,8,1,0,0,0,0,0,0
38,14,0,0,1,0,4500,1,1472
33,14,0,0,1,0,9000,1,2040
33,14,0,0,1,0,8000,1,1144
39,10,1,0,0,0,31000,1,1913
36,15,0,0,1,0,0,0,0
32,16,0,0,0,1,22700,1,1944
32,12,0,1,0,0,12000,1,2180
40,12,0,1,0,0,25000,1,2040
41,12,0,1,0,0,7560,1,3120
36,17,0,0,0,1,33000,1,2937
31,16,0,0,0,1,45000,1,2160
35,12,0,1,0,0,0,0,0
50,12,0,1,0,0,0,0,0
36,10,1,0,0,0,1200,1,96
33,13,0,0,1,0,320,1,584
30,12,0,1,0,0,3883,1,1906
34,16,0,0,0,1,32000,1,1960
50,15,0,0,1,0,125000,1,2340
41,13,0,0,1,0,34340,1,2280
31,12,0,1,0,0,40000,1,2167
31,15,0,0,1,0,60000,1,3024
42,16,0,0,0,1,46000,1,1952
39,13,0,0,1,0,33700,1,2250
37,12,0,1,0,0,50000,1,2064
40,16,0,0,0,1,67000,1,2520
31,6,1,0,0,0,0,0,0
31,,,,,,,,
43,12,0,1,0,0,21550,1,1960
38,12,0,1,0,0,39500,1,2256
39,13,0,0,1,0,26542,1,1944
45,16,0,0,0,1,35000,1,2070
46,17,0,0,0,1,45000,1,1560
39,12,0,1,0,0,29500,1,2268
32,16,0,0,0,1,40000,1,2250
36,12,0,1,0,0,26000,1,2100
37,16,0,0,0,1,13000,1,3222
30,12,0,1,0,0,19000,1,2190
43,12,0,1,0,0,28000,1,1860
43,12,0,1,0,0,19104,1,2180
34,15,0,0,1,0,27200,1,1276
37,15,0,0,1,0,4832,1,315
34,16,0,0,0,1,27600,1,3500
34,12,0,1,0,0,18000,1,2498
35,12,0,1,0,0,37000,1,3038
37,12,0,1,0,0,14000,1,2405
37,8,1,0,0,0,0,0,0
41,14,0,0,1,0,19720,1,1896
37,12,0,1,0,0,2540,1,2080
31,12,0,1,0,0,0,0,0
30,12,0,1,0,0,30000,1,4080
37,12,0,1,0,0,1000,1,590
35,16,0,0,0,1,35000,1,3060
31,11,1,0,0,0,20093,1,2080
40,13,0,0,1,0,1172,1,344
31,12,0,1,0,0,26000,1,1896
30,12,0,1,0,0,13000,1,2000
47,12,0,1,0,0,40000,1,2160
43,17,0,0,0,1,40000,1,1766
34,12,0,1,0,0,33259,1,2080
31,12,0,1,0,0,31200,1,2640
45,,,,,,,,
41,,,,,,,,
37,17,0,0,0,1,67000,1,2082
34,16,0,0,0,1,22664,1,2040
35,12,0,1,0,0,16000,1,2040
38,17,0,0,0,1,36000,1,2040
36,14,0,0,1,0,800,1,160
36,12,0,1,0,0,3500,1,600
39,10,1,0,0,0,10000,1,1560
43,12,0,1,0,0,19500,1,2000
31,12,0,1,0,0,2400,1,800
31,16,0,0,0,1,27800,1,1888
49,12,0,1,0,0,24128,1,1920
42,12,0,1,0,0,11180,1,1040
41,12,0,1,0,0,24760,1,2000
36,12,0,1,0,0,26800,1,3805
35,12,0,1,0,0,0,0,0
32,10,1,0,0,0,0,0,0
45,12,0,1,0,0,33900,1,2640
41,10,1,0,0,0,17000,1,1000
36,12,0,1,0,0,29000,1,2736
39,17,0,0,0,1,30000,1,2450
41,14,0,0,1,0,25000,1,2294
30,12,0,1,0,0,35000,1,3000
31,14,0,0,1,0,24000,1,2000
37,6,1,0,0,0,25000,1,1746
35,9,1,0,0,0,18000,1,1358
33,9,1,0,0,0,3500,1,1054
38,14,0,0,1,0,14200,1,2205
43,16,0,0,0,1,1500,1,4885
31,12,0,1,0,0,6000,1,1339
39,13,0,0,1,0,21000,1,1973
37,13,0,0,1,0,11000,1,1670
37,16,0,0,0,1,1084,1,120
30,12,0,1,0,0,21111,1,2379
39,12,0,1,0,0,120,1,26
36,12,0,1,0,0,6904,1,1392
36,14,0,0,1,0,16000,1,2040
35,12,0,1,0,0,14000,1,1984
36,16,0,0,0,1,41000,1,1860
34,17,0,0,0,1,30000,1,1560
36,10,1,0,0,0,0,0,0
32,8,1,0,0,0,0,0,0
35,11,1,0,0,0,40000,1,3744
40,9,1,0,0,0,11000,1,2064
32,10,1,0,0,0,17000,1,2040
47,11,1,0,0,0,0,0,0
31,11,1,0,0,0,7000,1,1057
40,11,1,0,0,0,5000,1,1380
38,12,0,1,0,0,9800,1,1853
36,11,1,0,0,0,800,1,1113
40,12,0,1,0,0,12000,1,1960
34,12,0,1,0,0,19110,1,2205
38,12,0,1,0,0,35000,1,3000
31,12,0,1,0,0,38000,1,2060
43,12,0,1,0,0,55000,1,2040
30,12,0,1,0,0,18087,1,2078
42,12,0,1,0,0,0,0,0
31,12,0,1,0,0,28500,1,2200
30,12,0,1,0,0,29715,1,1699
38,11,1,0,0,0,21000,1,2000
40,12,0,1,0,0,19320,1,2020
39,12,0,1,0,0,31000,1,1932
37,12,0,1,0,0,18782,1,2080
31,12,0,1,0,0,22000,1,2030
45,10,1,0,0,0,20000,1,2102
30,12,0,1,0,0,1400,1,2072
34,12,0,1,0,0,1500,1,520
42,14,0,0,1,0,40000,1,1920
43,12,0,1,0,0,20100,1,2173
34,17,0,0,0,1,52000,1,2400
42,10,1,0,0,0,8000,1,3096
47,9,1,0,0,0,19280,1,1992
40,12,0,1,0,0,41000,1,2000
31,16,0,0,0,1,17000,1,2212
37,6,1,0,0,0,8600,1,1215
46,,,,,,,,
48,11,1,0,0,0,32000,1,2250
42,14,0,0,1,0,40000,1,2526
34,12,0,1,0,0,47000,1,2140
32,16,0,0,0,1,61000,1,2085
30,12,0,1,0,0,30000,1,2856
38,14,0,0,1,0,32000,1,3024
33,,,,,,,,
47,7,1,0,0,0,0,0,0
44,17,0,0,0,1,7100,1,1200
40,12,0,1,0,0,36325,1,2860
32,13,0,0,1,0,39000,1,3313
38,,,,,,,,
34,11,1,0,0,0,33000,1,2096
32,12,0,1,0,0,8000,1,640
43,12,0,1,0,0,0,0,0
42,16,0,0,0,1,38630,1,2260
31,14,0,0,1,0,25725,1,1960
46,10,1,0,0,0,11000,1,2040
31,15,0,0,1,0,14868,1,3070
36,11,1,0,0,0,27000,1,2008
48,16,0,0,0,1,81000,1,2320
47,12,0,1,0,0,16500,1,3000
41,14,0,0,1,0,35000,1,1968
36,13,0,0,1,0,30000,1,2152
33,12,0,1,0,0,25000,1,2196
45,12,0,1,0,0,24828,1,1880
35,12,0,1,0,0,35374,1,2205
35,12,0,1,0,0,31068,1,1816
35,11,1,0,0,0,792,1,132
39,12,0,1,0,0,37000,1,2040
50,8,1,0,0,0,22000,1,2100
36,16,0,0,0,1,32000,1,1435
32,12,0,1,0,0,25200,1,3953
44,14,0,0,1,0,0,0,0
32,12,0,1,0,0,22000,1,1828
43,12,0,1,0,0,22000,1,1864
31,9,1,0,0,0,9000,1,2600
46,12,0,1,0,0,35000,1,1840
31,,,,,,,,
37,12,0,1,0,0,8000,1,1656
34,12,0,1,0,0,5800,1,500
30,,,,,,,,
39,13,0,0,1,0,5000,1,1392
35,13,0,0,1,0,24000,1,2040
42,16,0,0,0,1,31000,1,2024
39,16,0,0,0,1,20000,1,2066
34,17,0,0,0,1,25000,1,1760
48,12,0,1,0,0,17500,1,2048
41,15,0,0,1,0,18000,1,2350
46,9,1,0,0,0,17575,1,2040
37,5,1,0,0,0,20000,1,2124
30,12,0,1,0,0,2545,1,727
39,14,0,0,1,0,18000,1,2040
37,13,0,0,1,0,24300,1,2124
39,12,0,1,0,0,0,0,0
31,,,,,,,,
47,10,1,0,0,0,30000,1,2150
31,,,,,,,,
39,14,0,0,1,0,20150,1,1690
31,12,0,1,0,0,42000,1,2000
34,12,0,1,0,0,28000,1,2010
40,12,0,1,0,0,0,0,0
43,12,0,1,0,0,40045,1,2005
33,12,0,1,0,0,3600,1,2404
31,14,0,0,1,0,42000,1,2640
35,11,1,0,0,0,12000,1,1880
41,13,0,0,1,0,22000,1,2000
35,12,0,1,0,0,12100,1,2424
39,14,0,0,1,0,30600,1,1868
37,12,0,1,0,0,43000,1,2500
38,12,0,1,0,0,11232,1,2000
35,12,0,1,0,0,13500,1,2040
32,15,0,0,1,0,20000,1,1710
44,12,0,1,0,0,0,0,0
32,12,0,1,0,0,59832,1,2304
